"","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6"
"11745352_a_at",4.231565,4.194971,3.996687,4.098384,4.215909,4.195078
"11745353_a_at",4.921948,4.920167,4.744723,4.97182,5.282551,5.069874
"11745354_x_at",9.418038,9.283378,9.735418,9.493509,9.319742,9.278538
"11745355_a_at",6.952262,6.75285,6.354279,6.634622,6.624263,6.911248
"11745356_a_at",4.07306,3.703663,4.072598,4.192457,3.951627,3.91698
"11745357_x_at",8.529106,7.346642,7.291324,7.008211,7.400195,7.674761
"11745358_a_at",2.937788,3.391795,2.992273,3.16644,3.041798,2.997029
"11745359_a_at",2.768725,2.939474,3.046717,3.027778,3.308807,3.087245
"11745360_a_at",3.803759,3.293233,3.916229,3.970934,3.662967,3.703314
"11745361_a_at",10.43735,9.290218,10.21809,7.758461,10.88031,8.82585
"11745362_x_at",12.83842,12.86189,12.69875,12.71061,12.75302,12.78067
"11745363_at",4.70636,4.768117,4.603465,5.115397,4.872624,4.994649
"11745364_a_at",4.519537,4.474738,4.506385,4.540648,4.368902,4.554164
"11745365_at",5.1863,4.687665,4.555257,5.087204,4.966671,4.877246
"11745366_x_at",7.308812,7.566519,7.831854,8.031603,7.672793,8.372022
"11745367_a_at",3.553389,3.823292,3.154523,3.17817,3.684897,3.314379
"11745368_a_at",4.205717,4.102797,4.152873,4.312793,4.35451,4.151438
"11745369_x_at",6.033265,5.631747,5.696203,5.694924,5.872738,6.160016
"11745370_a_at",3.97563,4.875517,3.958101,5.170476,3.914493,4.582422
"11745371_a_at",2.60967,2.565952,2.696237,2.693738,2.699519,2.67734
"11745372_a_at",3.609216,3.441016,3.702464,3.747935,3.380208,3.625916
"11745373_a_at",3.9728,3.750075,3.908803,4.115915,4.013988,4.03783
"11745374_a_at",3.429214,3.415533,3.499938,3.498888,3.497502,3.739805
"11745375_x_at",3.743626,3.652619,3.491637,3.412996,3.57264,3.484542
"11745376_a_at",6.091803,6.579541,6.282648,6.20508,6.446296,5.514723
"11745377_x_at",10.25772,10.24714,10.57394,10.92559,10.65999,10.74824
"11745378_a_at",7.971947,8.048033,8.032017,7.657985,7.816557,7.641431
"11745379_x_at",9.021205,9.219488,9.144536,8.934576,8.992825,8.848975
"11745380_a_at",2.837168,3.532773,3.267642,3.06198,3.333806,3.088934
"11745381_a_at",4.369796,4.386379,4.718825,4.933281,4.741675,5.122341
"11745382_x_at",7.122526,7.487306,6.999556,7.035886,7.296751,7.219967
"11745383_a_at",5.821457,5.850674,6.162418,6.149511,6.235973,6.140507
"11745384_s_at",11.52274,11.53097,11.52153,11.30475,11.55227,11.5729
"11745385_at",4.409016,4.346896,4.485549,4.444983,4.286284,4.692297
"11745386_a_at",5.503178,5.741203,5.590562,5.509605,5.647759,5.707528
"11745387_a_at",5.038803,4.658349,4.876686,4.731631,4.751108,4.592134
"11745388_x_at",5.70814,5.765532,5.157476,5.455645,5.330233,6.060723
"11745389_x_at",5.400478,5.460117,5.454986,5.357298,5.486447,4.65541
"11745390_a_at",6.342889,6.174036,5.752559,6.157394,6.155943,6.214587
"11745391_x_at",10.67715,10.73744,10.98761,10.83188,11.04572,10.43936
"11745392_a_at",3.764899,3.583984,3.790757,3.755049,3.807799,3.834378
"11745393_x_at",4.637083,4.10967,4.885757,4.192574,4.569666,4.746961
"11745394_x_at",3.384071,3.436575,3.238151,3.329339,3.652491,3.384071
"11745395_a_at",3.363139,3.323601,3.079933,3.257751,3.335397,3.441
"11745396_x_at",2.655346,2.740317,2.552466,2.523247,2.772903,2.770166
"11745397_a_at",5.556219,6.115813,5.052971,5.396689,5.2632,5.620619
"11745398_a_at",3.586344,3.984735,4.371171,3.798908,3.370131,3.690894
"11745399_a_at",3.640062,3.560629,3.953979,3.521894,3.550444,3.978649
"11745400_a_at",5.244866,5.287311,5.180247,5.259628,5.039686,5.019503
"11745401_x_at",5.380232,5.423705,5.722757,5.375503,5.424784,5.688516
"11745402_a_at",4.00956,4.418411,4.263706,3.876297,3.99125,4.601255
"11745403_a_at",3.776232,4.104776,4.127623,4.174234,3.901016,4.157466
"11745404_a_at",5.662196,5.141009,5.373257,5.617886,5.647917,5.716294
"11745405_x_at",5.729471,5.382091,5.424155,5.736422,5.57746,5.816617
"11745406_a_at",8.662391,8.444503,8.190849,8.019255,8.143443,8.013401
"11745407_s_at",5.261994,5.018808,5.098824,5.407588,5.240662,5.355949
"11745408_a_at",4.041667,3.912911,3.677422,3.912007,3.868088,3.95572
"11745409_a_at",5.004823,4.787989,5.259902,4.774443,5.017558,5.191926
"11745410_a_at",5.078889,4.760208,4.691851,4.950537,5.057113,5.092587
"11745411_a_at",4.651193,5.138937,4.824446,5.156822,4.741964,5.138127
"11745412_s_at",4.534199,4.175426,4.604454,4.386862,4.485804,4.557038
"11745413_a_at",3.418136,3.491784,3.640999,3.487581,3.3462,3.337187
"11745414_a_at",6.563654,6.648136,6.261777,6.620256,6.850819,6.773626
"11745415_a_at",8.481929,8.16962,8.626571,8.813371,8.589611,8.726431
"11745416_x_at",8.523266,8.169141,8.576279,8.814625,8.562283,8.679249
"11745417_a_at",3.324506,3.330183,3.605203,3.553389,3.396109,3.703314
"11745418_a_at",3.339712,3.262957,3.111738,3.184805,3.396428,3.310278
"11745419_a_at",3.90401,3.908499,3.691054,3.88241,3.735431,3.766434
"11745420_a_at",3.036266,2.819278,2.671763,2.788889,2.847638,2.868212
"11745421_a_at",7.492623,7.254868,7.430998,6.854693,7.596606,7.676816
"11745422_a_at",2.860703,2.698741,3.025285,2.971592,3.004658,3.014472
"11745423_x_at",5.488672,5.114855,4.994917,5.033121,5.711918,5.529481
"11745424_a_at",7.768532,8.206605,7.545116,8.239388,8.849499,7.878623
"11745425_a_at",6.301637,6.296827,6.601331,6.447486,6.503285,5.92327
"11745426_a_at",4.67613,4.699507,4.635425,4.948368,4.48823,4.699307
"11745427_x_at",6.20485,5.899408,6.275578,6.354802,6.34552,6.290221
"11745428_a_at",4.627439,4.629868,4.310654,4.177453,4.491269,4.374122
"11745429_x_at",6.505508,6.580779,6.776051,6.553531,6.794802,6.831116
"11745430_x_at",5.909667,5.350492,5.387142,5.36651,5.009646,5.277516
"11745431_a_at",9.233596,10.56745,9.307815,9.981933,8.565891,9.780485
"11745432_a_at",5.40606,5.269036,5.676518,5.526229,5.242007,5.177141
"11745433_a_at",7.655306,6.813406,7.165313,7.224367,7.312723,6.933732
"11745434_a_at",2.510629,2.430631,2.517622,2.790018,2.49246,2.578136
"11745435_a_at",8.420131,8.697512,8.240809,8.50287,8.18319,8.107397
"11745436_a_at",7.82208,8.156195,8.081421,7.85783,8.023287,8.032259
"11745437_a_at",2.431274,2.555648,2.547727,2.489757,2.456488,2.756571
"11745438_x_at",10.29276,10.25116,10.17127,9.860172,10.3055,10.40851
"11745439_x_at",6.9043,6.934816,7.292708,6.68208,6.832993,6.69853
"11745440_s_at",9.340364,9.140284,9.427177,9.233473,9.25816,9.108603
"11745441_x_at",5.549912,5.448157,5.410944,5.073431,5.038304,4.891635
"11745442_x_at",7.864542,7.913842,8.840534,8.451601,8.585712,7.990341
"11745443_x_at",6.185976,6.219461,6.815419,6.195522,6.466114,6.331094
"11745444_a_at",4.115323,4.13957,4.182879,4.068509,4.058244,3.870086
"11745445_a_at",3.355844,3.257973,3.312647,2.995129,2.876799,3.008474
"11745446_x_at",2.976059,2.984093,2.764979,2.760096,2.755954,2.716113
"11745447_x_at",7.421634,7.180933,7.597248,7.672161,7.55644,7.131018
"11745448_a_at",4.406797,4.215356,4.350019,4.340198,4.256349,4.704429
"11745449_x_at",3.494826,3.24625,3.398365,3.254508,3.364189,3.237637
"11745450_a_at",8.222072,8.551422,7.913861,7.621845,7.610153,7.832027
"11745451_x_at",7.619826,7.827161,8.005194,8.078743,7.966174,7.81461
"11745452_a_at",3.684511,3.676467,3.228059,3.565238,3.610126,3.270462
"11745453_x_at",4.772811,4.862827,4.853882,4.991961,4.543179,4.23507
"11745454_a_at",4.060822,4.111406,3.837577,3.661189,3.266131,4.000802
"11745455_a_at",4.147255,3.848971,3.936567,4.137856,3.694438,3.913578
"11745456_a_at",4.669806,4.789489,4.904697,5.037097,4.602585,4.510308
"11745457_a_at",8.504591,8.519441,8.180764,8.358518,8.480779,8.459726
"11745458_a_at",3.286463,3.493619,3.762763,3.373662,3.611718,3.597434
"11745459_a_at",8.457076,9.154654,8.838359,7.704795,8.102262,8.475348
"11745460_at",6.55792,6.631715,7.355777,7.508654,6.978489,7.214762
"11745461_s_at",4.197863,4.08693,4.416136,4.270252,4.009076,4.567572
"11745462_a_at",9.664201,9.899684,9.562837,9.983496,9.771588,10.11932
"11745463_x_at",9.659593,9.9678,9.608335,9.983334,9.815342,10.13739
"11745464_x_at",8.051577,8.434804,8.582074,9.080695,10.13959,7.000175
"11745465_x_at",4.680142,4.987823,3.910502,4.216262,4.398694,4.380495
"11745466_a_at",5.968687,6.118344,5.506729,5.852734,5.680196,5.663965
"11745467_a_at",7.05447,7.306978,7.150651,7.035529,7.270913,7.36149
"11745468_a_at",8.050442,6.511394,6.352842,4.836309,5.162735,4.928531
"11745469_a_at",6.806311,7.049554,6.483539,6.042131,5.156685,6.584065
"11745470_x_at",6.764954,6.900105,6.33883,6.412538,4.788207,6.890223
"11745471_a_at",6.544032,6.902592,6.954661,6.943234,6.642458,6.853136
"11745472_a_at",3.904715,3.910365,3.717657,3.797552,4.43393,3.641823
"11745473_a_at",4.960322,4.864268,4.397879,4.409534,4.167641,4.4926
"11745474_a_at",3.160729,3.140807,2.976824,3.21619,2.857985,3.075634
"11745475_a_at",4.696528,4.668766,4.770425,4.742827,5.038412,4.633321
"11745476_a_at",6.855153,6.737121,6.91959,6.906101,6.988574,6.837012
"11745477_x_at",4.045572,3.784952,4.01256,4.180031,4.136821,4.02748
"11745478_at",3.853549,3.705199,3.612291,3.659741,3.632783,3.583458
"11745479_a_at",6.445116,6.221577,6.605329,6.539265,6.515183,6.17312
"11745480_s_at",6.224076,6.023563,6.172754,6.181892,6.121003,5.973656
"11745481_x_at",5.969807,5.453989,5.853771,5.878332,5.707767,5.461037
"11745482_s_at",9.715555,9.541595,9.392062,8.305021,9.597957,9.903087
"11745483_s_at",11.22373,11.52614,11.61038,11.59856,11.56346,11.61603
"11745484_s_at",4.419156,4.126786,4.635833,4.485147,4.537583,4.764368
"11745485_a_at",3.261765,2.775316,2.742515,2.905303,3.007051,3.130303
"11745486_x_at",4.51599,4.15418,4.48325,4.615366,4.453001,4.439581
"11745487_a_at",3.812177,3.409159,3.509154,3.693806,3.559437,3.6577
"11745488_s_at",2.826466,2.766989,2.786927,2.948476,2.645499,2.852909
"11745489_s_at",4.938125,4.713675,5.110961,4.767935,4.987586,4.872665
"11745490_s_at",2.849337,2.803117,3.000027,3.01304,2.796541,3.072196
"11745491_s_at",4.968255,4.959671,5.159925,5.250373,5.206676,4.928174
"11745492_a_at",4.373027,4.466459,4.44262,4.580806,4.576453,4.632059
"11745493_a_at",7.983746,7.462122,7.601144,7.947828,7.961183,7.768009
"11745494_x_at",7.681486,7.777176,7.762061,7.158737,7.650522,7.653613
"11745495_a_at",4.750596,4.767467,4.629074,4.796373,5.10518,5.003263
"11745496_a_at",4.084487,6.788725,5.754965,5.213823,5.961051,8.448345
"11745497_s_at",7.039523,6.911098,7.425006,6.907508,7.152517,6.899135
"11745498_a_at",5.339358,5.302137,5.636802,5.736421,5.355683,5.492937
"11745499_x_at",6.854294,6.915841,7.378818,6.989884,6.869925,7.198987
"11745500_a_at",3.635183,3.96165,3.704562,4.178972,3.97565,3.713027
"11745501_s_at",4.798923,4.688858,4.802675,4.611492,4.525363,4.675985
"11745502_s_at",5.375073,4.882847,5.444309,5.232262,5.41584,5.26005
"11745503_x_at",10.94775,10.70158,10.58899,10.6886,10.64422,10.86255
"11745504_a_at",7.236185,7.529277,7.575298,7.396873,7.957045,7.283639
"11745505_x_at",5.844749,5.792408,5.545268,5.997234,5.344129,5.405603
"11745506_s_at",9.369411,10.15809,9.563316,9.913109,9.792423,10.13402
"11745507_a_at",6.82229,7.299427,7.185671,7.156752,7.214067,6.995483
"11745508_x_at",8.174904,8.175285,8.282036,8.340505,8.435204,8.0736
"11745509_a_at",3.168075,3.163921,2.967092,2.90455,2.978893,3.038782
"11745510_s_at",4.203382,3.917876,4.16765,4.649393,3.840465,3.950598
"11745511_a_at",5.618073,5.830071,5.947475,5.962313,5.639849,5.578567
"11745512_a_at",3.054938,3.693777,3.146102,3.121499,3.294852,3.57085
"11745513_a_at",3.704014,3.871905,3.876135,3.76106,3.958172,4.247977
"11745514_x_at",6.360636,6.673721,6.917609,6.786238,6.554926,6.49944
"11745515_a_at",3.187925,3.382974,3.258215,3.179457,3.143962,3.224302
"11745516_a_at",3.885647,4.305497,4.018332,4.031771,4.034989,3.816748
"11745517_s_at",9.928507,9.990837,9.896711,10.26774,10.04808,10.16459
"11745518_a_at",3.969682,4.120137,3.684638,4.228365,4.20492,4.016495
"11745519_a_at",7.403927,6.616494,6.728112,6.852611,6.954911,6.820158
"11745520_s_at",8.068504,7.448746,7.44942,7.77867,7.493382,7.447678
"11745521_x_at",6.180647,5.547115,5.308194,5.538694,5.589509,5.726737
"11745522_a_at",9.315787,9.388291,9.03878,9.148789,8.982428,9.270972
"11745523_a_at",2.765615,2.927454,3.158112,3.238104,3.465368,3.156305
"11745524_a_at",4.725582,4.832678,5.084702,4.977091,4.900862,4.866632
"11745525_x_at",2.640815,2.641769,2.533697,2.568105,2.539031,2.640815
"11745526_a_at",2.376111,2.467499,2.573694,2.522633,2.581978,2.482003
"11745527_a_at",3.494826,3.58594,3.375238,3.614667,3.675715,3.513917
"11745528_a_at",3.748415,3.713477,3.454896,3.782128,3.662117,3.63571
"11745529_a_at",6.303224,6.033406,5.813592,6.059558,6.273905,6.421682
"11745530_at",3.738968,3.964004,3.777883,3.646706,3.909916,3.999774
"11745531_a_at",4.968688,4.761701,4.78128,5.076572,5.162348,5.809319
"11745532_a_at",3.213834,2.993969,3.358525,3.553389,3.093822,2.957978
"11745533_x_at",7.04754,6.779976,6.959635,6.91172,7.027385,7.014134
"11745534_a_at",3.523152,3.483591,3.43121,3.615119,3.449799,3.95129
"11745535_a_at",2.65612,2.619618,2.564105,2.641877,2.707264,2.795516
"11745536_a_at",4.963617,4.763932,4.879268,5.173767,4.871452,5.043907
"11745537_a_at",6.813403,6.968567,6.904225,6.893867,6.758635,6.70457
"11745538_a_at",3.121696,2.866463,3.098225,3.072644,3.248899,3.143697
"11745539_a_at",3.689695,3.833922,3.569705,3.607925,3.253384,3.33706
"11745540_x_at",3.371881,3.738324,3.230228,3.270113,3.530084,3.252094
"11745541_a_at",10.57332,10.54448,10.48499,10.26214,10.26607,10.36043
"11745542_a_at",6.097629,5.954576,5.949595,5.741571,6.03163,5.776802
"11745543_x_at",8.283527,7.805508,8.935596,8.922405,8.231884,8.537588
"11745544_a_at",6.172634,5.80087,5.744506,5.871627,6.479187,5.548281
"11745545_a_at",6.030433,6.394942,6.238617,6.647314,6.229014,6.960243
"11745546_a_at",3.298853,3.257831,3.196504,3.355325,3.68758,3.50537
"11745547_a_at",4.178454,4.52116,4.10811,4.087176,4.187222,4.415181
"11745548_a_at",4.586504,4.762401,4.889705,4.804777,4.559499,4.517921
"11745549_a_at",5.904394,5.565948,5.851507,5.969514,5.897435,6.06207
"11745550_s_at",3.736492,3.864067,4.041759,3.949229,4.197361,3.709111
"11745551_a_at",10.62638,10.428,10.73299,10.5875,10.64611,10.49407
"11745552_a_at",6.452024,6.574508,6.415212,6.305339,6.642326,6.410101
"11745553_s_at",6.105272,5.666239,6.151162,6.321029,6.328332,5.762519
"11745554_a_at",4.908372,5.238105,4.855696,5.171644,4.918213,4.805779
"11745555_a_at",8.739787,8.749767,8.440119,8.481541,8.547635,8.288506
"11745556_x_at",7.531506,7.552637,7.224769,7.163863,7.247313,7.23997
"11745557_x_at",3.355112,3.158247,3.24252,3.544363,3.351128,3.040999
"11745558_a_at",3.815771,3.489012,4.23309,4.12277,3.869216,3.896081
"11745559_a_at",2.826003,2.606125,2.661978,2.589977,2.93925,2.724833
"11745560_a_at",3.616407,3.920568,3.615245,3.79753,3.884148,3.867616
"11745561_s_at",3.433769,3.672416,3.6153,4.007504,3.562575,3.378814
"11745562_x_at",4.54924,4.59352,4.46723,4.457642,4.464209,4.392728
"11745563_s_at",5.16411,5.058426,4.95717,4.692198,4.754041,4.987123
"11745564_x_at",6.347247,6.377092,6.529852,6.54726,6.377281,6.708436
"11745565_a_at",3.252744,3.259691,3.70434,3.889642,3.49807,3.525632
"11745566_a_at",7.465723,7.31762,7.87359,7.550097,7.597113,7.383407
"11745567_a_at",7.238426,7.411686,7.680217,7.788789,7.821614,7.223872
"11745568_a_at",6.586954,6.157709,6.494381,6.619673,6.435082,6.262363
"11745569_s_at",8.007257,8.120245,7.82514,8.783173,7.523014,8.236425
"11745570_x_at",3.05565,2.921574,2.933444,3.053065,2.963237,2.939955
"11745571_a_at",6.006108,6.488821,5.881665,6.747799,7.653069,5.685657
"11745572_s_at",7.106562,7.145702,6.803398,6.626607,7.01065,6.540969
"11745573_s_at",4.769378,4.684445,4.936123,4.498876,5.053687,4.800517
"11745574_s_at",5.569235,6.115447,5.408094,6.201025,5.668865,5.888394
"11745575_a_at",7.31987,7.144377,7.220563,7.309273,6.937793,7.199374
"11745576_at",4.44218,4.281277,4.677869,4.434759,5.09074,4.563026
"11745577_at",3.115352,3.085312,3.162682,2.946743,3.14063,2.812125
"11745578_a_at",5.280805,5.48848,5.03043,5.133624,5.309262,5.503178
"11745579_at",5.471272,5.722851,5.209871,4.865037,5.333437,5.76614
"11745580_x_at",3.673163,4.335355,3.910502,4.340198,3.797552,4.303374
"11745581_a_at",3.081323,3.052592,3.11183,3.011167,3.10814,2.890287
"11745582_a_at",3.13798,3.456232,3.048548,3.127155,3.171196,3.203769
"11745583_a_at",3.957533,3.852499,3.932092,4.127055,3.940305,4.124562
"11745584_a_at",5.030188,4.918647,5.085488,4.823458,5.330817,5.057235
"11745585_a_at",5.724008,5.877543,5.572455,5.882443,6.250965,6.114628
"11745586_x_at",8.16843,8.545368,8.478073,8.363335,8.208463,8.377026
"11745587_x_at",4.723759,5.167882,4.40009,4.581759,4.759197,4.853058
"11745588_at",3.46765,3.543217,3.434062,3.88171,3.651562,3.940045
"11745589_a_at",3.080782,3.030401,3.217562,3.325347,3.576747,3.295087
"11745590_x_at",5.842318,5.883596,6.066814,5.923009,5.758701,5.607475
"11745591_a_at",4.772832,4.504737,4.852223,5.005662,4.960145,4.715362
"11745592_a_at",4.598778,4.285028,4.337272,4.776857,4.640587,4.788291
"11745593_x_at",8.020435,7.851804,7.901989,8.241938,7.879405,7.575728
"11745594_x_at",4.680196,4.431012,4.33743,4.711485,4.770335,4.460964
"11745595_a_at",5.593164,5.581323,5.376814,5.243756,5.135073,5.155171
"11745596_a_at",3.625008,5.275507,3.511406,4.481073,3.626084,4.025561
"11745597_a_at",3.260491,3.692029,3.45831,3.492578,3.324794,3.268116
"11745598_x_at",6.776261,6.881436,6.916121,6.893143,6.508642,6.92406
"11745599_at",5.731197,5.437531,5.548695,5.702434,5.810177,5.759128
"11745600_a_at",4.322106,5.119908,4.548624,4.757587,4.783343,4.767873
"11745601_a_at",3.915721,3.793504,4.026126,3.767015,3.452953,3.52015
"11745602_s_at",12.60023,12.14545,12.30855,12.09268,12.19925,12.41345
"11745603_x_at",11.38425,10.80501,11.00469,10.75154,10.87324,11.12828
"11745604_x_at",4.841326,4.575099,5.140598,4.887888,5.199604,5.065941
"11745605_a_at",6.844419,6.439928,6.534997,6.312513,6.924555,6.809046
"11745606_a_at",3.576983,3.478161,4.091768,3.643667,3.938083,3.998193
"11745607_a_at",3.973909,4.018572,3.896144,3.919269,3.942628,4.300404
"11745608_a_at",5.852807,5.751763,5.670687,6.361242,6.553981,6.754922
"11745609_x_at",6.566957,6.571235,6.531915,7.111707,7.267398,7.485315
"11745610_a_at",7.043522,6.819214,6.588367,6.752404,6.746284,6.893134
"11745611_x_at",7.353065,6.982672,7.07094,6.927543,6.876131,7.476136
"11745612_a_at",4.171561,4.336083,4.500704,4.570075,4.136821,4.246956
"11745613_a_at",5.407837,5.498013,5.480962,5.439764,5.532763,5.40341
"11745614_x_at",5.557578,5.475513,5.637201,5.931866,5.771656,5.382166
"11745615_a_at",2.645111,2.666762,2.874916,2.752132,2.610397,2.671554
"11745616_s_at",3.61787,3.830709,3.814371,4.289562,3.835711,4.00116
"11745617_x_at",4.716637,4.447507,4.558264,4.838037,4.607955,4.575651
"11745618_s_at",3.211164,3.139999,3.160391,3.266587,3.367129,3.39926
"11745619_a_at",3.17794,3.046979,3.07231,3.246968,3.294434,3.059573
"11745620_x_at",6.618002,6.433942,6.358253,6.53523,6.467263,6.367453
"11745621_a_at",6.684508,6.699459,6.371737,6.727153,6.304902,6.44439
"11745622_a_at",3.534773,3.806894,3.739813,3.863804,3.582244,3.28809
"11745623_s_at",4.886763,4.725184,4.516416,4.933871,4.597962,4.852511
"11745624_s_at",3.284583,5.392502,4.436866,4.34258,3.865111,4.304516
"11745625_a_at",4.60698,4.571996,4.601157,4.351819,4.544456,4.289134
"11745626_x_at",2.781735,2.750639,3.036667,2.679554,2.642999,2.751348
"11745627_at",3.403527,3.511451,3.172347,3.311638,3.506293,3.270462
"11745628_a_at",5.433634,5.319513,5.356115,5.379776,5.580744,5.355355
"11745629_at",3.472728,3.538651,3.420455,3.740914,3.755553,3.81125
"11745630_a_at",3.592621,3.54071,3.592621,3.630123,3.604299,3.331785
"11745631_a_at",3.523731,3.302648,3.528532,3.261011,3.544288,3.237782
"11745632_a_at",3.181573,3.128973,3.112264,3.031055,3.217138,3.031788
"11745633_a_at",8.742465,8.725675,8.677685,8.639397,8.529263,8.514332
"11745634_a_at",6.663228,6.637032,6.3898,6.594965,6.168126,6.08585
"11745635_a_at",6.126109,5.312249,5.391275,5.361701,4.644812,6.172987
"11745636_a_at",4.416984,4.627421,4.793831,4.922253,4.58819,4.624276
"11745637_a_at",4.607447,4.499793,4.502267,4.691851,4.44785,4.672956
"11745638_a_at",3.191798,3.293164,3.137641,3.12198,3.235747,3.471349
"11745639_a_at",3.334865,3.071381,3.679479,3.331512,3.352764,3.400126
"11745640_x_at",6.622755,6.576691,6.548613,6.786792,6.604218,6.68459
"11745641_at",4.340931,4.291763,4.67616,4.409909,4.249157,4.55964
"11745642_at",2.87935,3.25152,2.887384,3.025486,2.949005,2.944246
"11745643_a_at",4.304152,3.96165,3.974127,3.926738,3.893566,4.065703
"11745644_at",5.336967,5.001108,4.870322,4.918673,5.063907,5.430685
"11745645_x_at",4.295424,3.781596,4.086967,3.997644,4.173949,4.041562
"11745646_a_at",4.306154,4.096623,4.186125,4.518113,4.016852,4.271487
"11745647_x_at",7.481596,7.356772,7.451145,7.410887,7.585953,7.601999
"11745648_x_at",13.95028,13.89888,13.95602,13.99435,13.90245,13.93576
"11745649_s_at",6.81532,7.027166,7.016126,6.902444,6.778083,6.492581
"11745650_a_at",3.823106,3.999077,4.194292,3.968346,3.865111,4.022182
"11745651_a_at",2.79272,4.265289,2.932682,3.071274,2.69447,2.847367
"11745652_s_at",3.189885,5.186358,2.997642,2.976494,2.976027,3.088792
"11745653_a_at",3.191798,3.293164,3.242692,3.387493,3.330174,3.441351
"11745654_a_at",4.521356,4.285865,4.488357,4.73611,3.822171,3.702557
"11745655_x_at",7.62497,7.751834,8.059897,8.016729,7.813011,7.638455
"11745656_a_at",5.252782,5.218308,5.331803,5.084601,5.052432,5.432357
"11745657_s_at",5.563921,5.616811,5.468027,5.736421,5.491947,5.768909
"11745658_x_at",5.436488,5.147717,5.482716,5.295215,5.25073,5.337656
"11745659_s_at",7.457068,7.128414,7.280883,7.1722,7.39581,7.276237
"11745660_x_at",4.441176,4.03342,4.19333,4.325174,4.243742,4.132935
"11745661_x_at",3.20186,3.256638,3.318922,3.29287,3.331439,3.257662
"11745662_s_at",4.840716,4.971507,4.965244,5.104274,4.889237,5.223822
"11745663_s_at",3.959384,3.720103,4.045871,3.980038,3.954143,4.244744
"11745664_s_at",4.001452,4.015965,3.846838,4.086266,3.937213,4.509694
"11745665_a_at",4.638303,4.440053,5.111747,4.372981,4.541355,4.715362
"11745666_a_at",6.385788,6.307734,6.31551,6.350581,6.581333,6.072668
"11745667_a_at",9.163061,8.741947,8.146858,8.449689,8.654965,8.593897
"11745668_a_at",4.744328,4.911765,5.082975,4.757586,4.785449,4.813258
"11745669_a_at",5.17782,5.499539,5.011418,4.719657,5.047405,5.140825
"11745670_a_at",3.308708,3.293164,3.042293,3.308645,3.318226,3.3547
"11745671_a_at",6.716067,7.118906,7.591418,7.857945,8.008989,7.15667
"11745672_a_at",4.788252,4.876604,5.710569,4.997346,5.022533,5.003664
"11745673_a_at",4.508561,4.614323,4.274957,4.688243,3.978764,4.451412
"11745674_a_at",3.622454,3.423288,3.55691,3.5702,3.725989,3.985693
"11745675_a_at",4.548553,4.725363,4.537574,4.756481,4.58143,4.418766
"11745676_a_at",4.62923,4.43575,5.057114,4.433089,4.353344,4.711713
"11745677_a_at",4.029652,3.770831,3.844026,3.917183,4.445919,4.241295
"11745678_a_at",4.097028,3.774284,3.951434,3.9524,4.071046,3.949676
"11745679_a_at",9.726246,9.479235,9.754759,9.322068,9.501064,9.134589
"11745680_a_at",3.732777,3.679262,3.312063,3.65286,3.530199,3.703314
"11745681_a_at",6.530575,6.280416,5.632531,6.276826,6.027446,5.935102
"11745682_a_at",3.604359,3.326971,3.436039,3.669728,3.352208,3.425029
"11745683_a_at",3.339766,3.060228,3.332886,3.244784,3.348471,3.44404
"11745684_a_at",5.131839,5.206174,5.082394,5.228553,4.996256,5.201984
"11745685_a_at",3.944494,4.205949,4.482309,4.445962,4.534358,4.035995
"11745686_x_at",5.203414,5.607594,5.660979,5.758574,6.342416,4.852247
"11745687_a_at",4.055895,3.972868,3.555769,3.863719,3.908353,4.41463
"11745688_a_at",4.059077,3.816974,3.63496,4.228875,4.023744,4.140688
"11745689_a_at",4.612644,4.471374,4.255663,4.883757,4.364155,4.592994
"11745690_a_at",5.706128,5.754156,5.80865,5.654458,5.742422,5.73199
"11745691_a_at",3.341258,3.034487,3.257995,3.177004,3.370397,3.427917
"11745692_x_at",3.748065,3.909923,4.313944,4.125415,3.923001,4.002782
"11745693_a_at",2.789071,2.82951,2.858049,3.154543,2.894968,2.992124
"11745694_x_at",2.905993,3.043764,3.124488,3.151695,3.191447,3.000888
"11745695_a_at",4.406797,4.113484,4.430834,4.291377,4.365133,4.270141
"11745696_a_at",3.312929,3.228666,3.323693,3.549778,3.512557,3.796551
"11745697_a_at",2.964659,3.075902,3.017633,3.129489,2.939708,2.984639
"11745698_x_at",5.623391,5.274591,5.457018,4.114857,5.228752,5.984433
"11745699_a_at",2.864452,2.831738,2.753905,2.78581,2.848107,2.752607
"11745700_s_at",5.427893,6.610273,6.336709,6.674766,6.722028,7.359506
"11745701_a_at",7.365898,7.707474,7.926213,8.29504,8.120461,7.818555
"11745702_a_at",4.590441,4.402356,4.194462,4.54201,4.702522,4.367804
"11745703_a_at",3.711852,3.104344,3.314658,3.619206,3.410382,3.232443
"11745704_s_at",3.118036,2.999219,2.927863,3.156753,2.749038,2.972307
"11745705_at",3.820206,3.660485,3.602282,3.764333,3.752915,3.652151
"11745706_s_at",7.43979,7.650841,7.487836,7.105775,7.429442,7.60313
"11745707_a_at",3.594839,3.877436,3.846291,3.640535,3.395181,3.866956
"11745708_x_at",2.883553,3.298051,3.099004,3.100016,2.973481,3.257675
"11745709_x_at",5.662959,5.405879,5.607804,5.405128,5.638312,5.598393
"11745710_a_at",3.803727,3.700706,3.741723,3.825059,3.928695,4.005191
